Function,Category,Subcategory,Implementation Examples,Informative References,Exportable From SIEM,API,Difficulty,Comments,Linked Query,Vendor,Query Version,Dashboard Name,Pretty Print Queries,API Queries
DETECT (DE): Possible cybersecurity attacks and compromises are found and analyzed,"Continuous Monitoring (DE.CM): Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events","DE.CM-09: Computing hardware and software, runtime environments, and their data are monitored to find potentially adverse events",Ex3: Monitor software configurations for deviations from security baselines,"CCMv4.0: CCC-07
CCMv4.0: IVS-06
CCMv4.0: LOG-01
CCMv4.0: LOG-03
CCMv4.0: LOG-05
CCMv4.0: LOG-08
CCMv4.0: LOG-10
CCMv4.0: LOG-11
CCMv4.0: TVM-02
CCMv4.0: TVM-10
CCMv4.0: UEM-09
CCMv4.0: UEM-10
CCMv4.0: UEM-11
CIS Controls v8.0: 10.1
CRI Profile v2.0: DE.CM-09
CRI Profile v2.0: DE.CM-09.01
CRI Profile v2.0: DE.CM-09.02
CRI Profile v2.0: DE.CM-09.03
CSF v1.1: PR.DS-6
CSF v1.1: PR.DS-8
CSF v1.1: DE.CM-4
CSF v1.1: DE.CM-5
CSF v1.1: DE.CM-7
SP 800-53 Rev 5.1.1: AC-04
SP 800-53 Rev 5.1.1: AC-09
SP 800-53 Rev 5.1.1: AU-12
SP 800-53 Rev 5.1.1: CA-07
SP 800-53 Rev 5.1.1: CM-03
SP 800-53 Rev 5.1.1: CM-06
SP 800-53 Rev 5.1.1: CM-10
SP 800-53 Rev 5.1.1: CM-11
SP 800-53 Rev 5.1.1: SC-34
SP 800-53 Rev 5.1.1: SC-35
SP 800-53 Rev 5.1.1: SI-04
SP 800-53 Rev 5.1.1: SI-07",Yes,Chronicle API Needs Research,,"This Example could cover a broad scope of possibilities.  However, the most common way to provide that software configurations have not changed (especially, with the PCI-DSS framework) is to use file integrity monitoring (FIM).  The query will demonstrate a FIM-based alert.",FALSE,,,,,
DETECT (DE): Possible cybersecurity attacks and compromises are found and analyzed,"Continuous Monitoring (DE.CM): Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events","DE.CM-09: Computing hardware and software, runtime environments, and their data are monitored to find potentially adverse events",Ex4: Monitor hardware and software for signs of tampering,"CCMv4.0: CCC-07
CCMv4.0: IVS-06
CCMv4.0: LOG-01
CCMv4.0: LOG-03
CCMv4.0: LOG-05
CCMv4.0: LOG-08
CCMv4.0: LOG-10
CCMv4.0: LOG-11
CCMv4.0: TVM-02
CCMv4.0: TVM-10
CCMv4.0: UEM-09
CCMv4.0: UEM-10
CCMv4.0: UEM-11
CIS Controls v8.0: 10.1
CRI Profile v2.0: DE.CM-09
CRI Profile v2.0: DE.CM-09.01
CRI Profile v2.0: DE.CM-09.02
CRI Profile v2.0: DE.CM-09.03
CSF v1.1: PR.DS-6
CSF v1.1: PR.DS-8
CSF v1.1: DE.CM-4
CSF v1.1: DE.CM-5
CSF v1.1: DE.CM-7
SP 800-53 Rev 5.1.1: AC-04
SP 800-53 Rev 5.1.1: AC-09
SP 800-53 Rev 5.1.1: AU-12
SP 800-53 Rev 5.1.1: CA-07
SP 800-53 Rev 5.1.1: CM-03
SP 800-53 Rev 5.1.1: CM-06
SP 800-53 Rev 5.1.1: CM-10
SP 800-53 Rev 5.1.1: CM-11
SP 800-53 Rev 5.1.1: SC-34
SP 800-53 Rev 5.1.1: SC-35
SP 800-53 Rev 5.1.1: SI-04
SP 800-53 Rev 5.1.1: SI-07",No,None,,"While it is possible to ingest hardware alarm events to alert on tampering, this would require custom queries based on the make and model of the technology to be successful.",FALSE,,,,,
DETECT (DE): Possible cybersecurity attacks and compromises are found and analyzed,"Continuous Monitoring (DE.CM): Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events","DE.CM-09: Computing hardware and software, runtime environments, and their data are monitored to find potentially adverse events","Ex5: Use technologies with a presence on endpoints to detect cyber health issues (e.g., missing patches, malware infections, unauthorized software), and redirect the endpoints to a remediation environment before access is authorized","CCMv4.0: CCC-07
CCMv4.0: IVS-06
CCMv4.0: LOG-01
CCMv4.0: LOG-03
CCMv4.0: LOG-05
CCMv4.0: LOG-08
CCMv4.0: LOG-10
CCMv4.0: LOG-11
CCMv4.0: TVM-02
CCMv4.0: TVM-10
CCMv4.0: UEM-09
CCMv4.0: UEM-10
CCMv4.0: UEM-11
CIS Controls v8.0: 10.1
CRI Profile v2.0: DE.CM-09
CRI Profile v2.0: DE.CM-09.01
CRI Profile v2.0: DE.CM-09.02
CRI Profile v2.0: DE.CM-09.03
CSF v1.1: PR.DS-6
CSF v1.1: PR.DS-8
CSF v1.1: DE.CM-4
CSF v1.1: DE.CM-5
CSF v1.1: DE.CM-7
SP 800-53 Rev 5.1.1: AC-04
SP 800-53 Rev 5.1.1: AC-09
SP 800-53 Rev 5.1.1: AU-12
SP 800-53 Rev 5.1.1: CA-07
SP 800-53 Rev 5.1.1: CM-03
SP 800-53 Rev 5.1.1: CM-06
SP 800-53 Rev 5.1.1: CM-10
SP 800-53 Rev 5.1.1: CM-11
SP 800-53 Rev 5.1.1: SC-34
SP 800-53 Rev 5.1.1: SC-35
SP 800-53 Rev 5.1.1: SI-04
SP 800-53 Rev 5.1.1: SI-07",Yes,Chronicle API Needs Research,,"The ability to redirect endpoints to a remediation environment (or depending on the manufacturer, change their VLAN to a remedation environment) is based on the make and model of the technology being used.  This would require custom queries specific to the technology that has been implemented.",FALSE,,,,,
DETECT (DE): Possible cybersecurity attacks and compromises are found and analyzed,"Adverse Event Analysis (DE.AE): Anomalies, indicators of compromise, and other potentially adverse events are analyzed to characterize the events and detect cybersecurity incidents",DE.AE-02: Potentially adverse events are analyzed to better understand associated activities,Ex1: Use security information and event management (SIEM) or other tools to continuously monitor log events for known malicious and suspicious activity,"CCMv4.0: LOG-03
CCMv4.0: LOG-05
CCMv4.0: SEF-05
CCMv4.0: SEF-06
CCMv4.0: UEM-09
CIS Controls v8.0: 8.11
CRI Profile v2.0: DE.AE-02
CRI Profile v2.0: DE.AE-02.01
CRI Profile v2.0: DE.AE-02.02
CSF v1.1: DE.AE-2
SP 800-53 Rev 5.1.1: AU-06
SP 800-53 Rev 5.1.1: CA-07
SP 800-53 Rev 5.1.1: IR-04
SP 800-53 Rev 5.1.1: SI-04",Yes,Chronicle API Needs Research,,"Generation of any alert events proves that a SIEM technology is actively monitoring the environment, or at least a set of log sources for an environment.",FALSE,,,,,
DETECT (DE): Possible cybersecurity attacks and compromises are found and analyzed,"Adverse Event Analysis (DE.AE): Anomalies, indicators of compromise, and other potentially adverse events are analyzed to characterize the events and detect cybersecurity incidents",DE.AE-02: Potentially adverse events are analyzed to better understand associated activities,"Ex2: Utilize up-to-date cyber threat intelligence in log analysis tools to improve detection accuracy and characterize threat actors, their methods, and indicators of compromise","CCMv4.0: LOG-03
CCMv4.0: LOG-05
CCMv4.0: SEF-05
CCMv4.0: SEF-06
CCMv4.0: UEM-09
CIS Controls v8.0: 8.11
CRI Profile v2.0: DE.AE-02
CRI Profile v2.0: DE.AE-02.01
CRI Profile v2.0: DE.AE-02.02
CSF v1.1: DE.AE-2
SP 800-53 Rev 5.1.1: AU-06
SP 800-53 Rev 5.1.1: CA-07
SP 800-53 Rev 5.1.1: IR-04
SP 800-53 Rev 5.1.1: SI-04",Yes,Chronicle API Needs Research,,Every SIEM technology utilizes some sort of threat intelligence source for indicators of compromise.  It will take research to determine how to demonstrate ingested IOCs and update to date threat intelligence (if it is possible at all).,FALSE,,,,,
DETECT (DE): Possible cybersecurity attacks and compromises are found and analyzed,"Adverse Event Analysis (DE.AE): Anomalies, indicators of compromise, and other potentially adverse events are analyzed to characterize the events and detect cybersecurity incidents",DE.AE-02: Potentially adverse events are analyzed to better understand associated activities,Ex3: Regularly conduct manual reviews of log events for technologies that cannot be sufficiently monitored through automation,"CCMv4.0: LOG-03
CCMv4.0: LOG-05
CCMv4.0: SEF-05
CCMv4.0: SEF-06
CCMv4.0: UEM-09
CIS Controls v8.0: 8.11
CRI Profile v2.0: DE.AE-02
CRI Profile v2.0: DE.AE-02.01
CRI Profile v2.0: DE.AE-02.02
CSF v1.1: DE.AE-2
SP 800-53 Rev 5.1.1: AU-06
SP 800-53 Rev 5.1.1: CA-07
SP 800-53 Rev 5.1.1: IR-04
SP 800-53 Rev 5.1.1: SI-04",No,None,,This would need to be performed manually on log sources which are not ingestible into a SIEM.  An example would be keycard logs for an office space.  Many keycard systems cannot export their logs via syslog or other common medium.  The logs must be reviewed manually for adverse activity.,FALSE,,,,,
DETECT (DE): Possible cybersecurity attacks and compromises are found and analyzed,"Adverse Event Analysis (DE.AE): Anomalies, indicators of compromise, and other potentially adverse events are analyzed to characterize the events and detect cybersecurity incidents",DE.AE-02: Potentially adverse events are analyzed to better understand associated activities,Ex4: Use log analysis tools to generate reports on their findings,"CCMv4.0: LOG-03
CCMv4.0: LOG-05
CCMv4.0: SEF-05
CCMv4.0: SEF-06
CCMv4.0: UEM-09
CIS Controls v8.0: 8.11
CRI Profile v2.0: DE.AE-02
CRI Profile v2.0: DE.AE-02.01
CRI Profile v2.0: DE.AE-02.02
CSF v1.1: DE.AE-2
SP 800-53 Rev 5.1.1: AU-06
SP 800-53 Rev 5.1.1: CA-07
SP 800-53 Rev 5.1.1: IR-04
SP 800-53 Rev 5.1.1: SI-04",Yes,Chronicle API Needs Research,,The alerts that are genereated for DE.AE-02 Ex 1 sufficiently demonstrate reporting from log analysis tool,FALSE,,DE.AE-02 Ex1,,0,
DETECT (DE): Possible cybersecurity attacks and compromises are found and analyzed,"Adverse Event Analysis (DE.AE): Anomalies, indicators of compromise, and other potentially adverse events are analyzed to characterize the events and detect cybersecurity incidents",DE.AE-03: Information is correlated from multiple sources,Ex1: Constantly transfer log data generated by other sources to a relatively small number of log servers,"CCMv4.0: LOG-03
CCMv4.0: LOG-05
CCMv4.0: SEF-05
CRI Profile v2.0: DE.AE-03
CRI Profile v2.0: DE.AE-03.01
CRI Profile v2.0: DE.AE-03.02
CSF v1.1: DE.AE-3
SP 800-53 Rev 5.1.1: AU-06
SP 800-53 Rev 5.1.1: CA-07
SP 800-53 Rev 5.1.1: PM-16
SP 800-53 Rev 5.1.1: IR-04
SP 800-53 Rev 5.1.1: IR-05
SP 800-53 Rev 5.1.1: IR-08
SP 800-53 Rev 5.1.1: SI-04",Yes,UDM Search with YL2,Done,"The UDM query will show multiple servers and the quantity of log events that they have been sent over a period of time.

Note:  This is an indiscriminant query that will find all log sources, the number of distinct ""principal.hostnames"" sending logs, and the total number of events sent by that log source type.",FALSE,Agnostic,1.0,,"$log_types = $e.metadata.log_type
$log_types = /.*/

match:
    $log_types

outcome:
    $count_principal_hosts = count_distinct($e.principal.hostname)
    $events_count = count_distinct($e.metadata.id)

order:
    $log_types",
DETECT (DE): Possible cybersecurity attacks and compromises are found and analyzed,"Adverse Event Analysis (DE.AE): Anomalies, indicators of compromise, and other potentially adverse events are analyzed to characterize the events and detect cybersecurity incidents",DE.AE-03: Information is correlated from multiple sources,"Ex2: Use event correlation technology (e.g., SIEM) to collect information captured by multiple sources","CCMv4.0: LOG-03
CCMv4.0: LOG-05
CCMv4.0: SEF-05
CRI Profile v2.0: DE.AE-03
CRI Profile v2.0: DE.AE-03.01
CRI Profile v2.0: DE.AE-03.02
CSF v1.1: DE.AE-3
SP 800-53 Rev 5.1.1: AU-06
SP 800-53 Rev 5.1.1: CA-07
SP 800-53 Rev 5.1.1: PM-16
SP 800-53 Rev 5.1.1: IR-04
SP 800-53 Rev 5.1.1: IR-05
SP 800-53 Rev 5.1.1: IR-08
SP 800-53 Rev 5.1.1: SI-04",Yes,UDM Search with YL2,In progress,Event correlation is at the heart of any SIEM technology.  It will require research to demonstrate that correlation is occuring.  Perhaps showing log failures/success to trigger an alert sufficiently demonstrates correlation.,FALSE,Agnostic,None,,"$correlation_description = $e.security_result.description
$correlation_description = /.*/
$severity = $e.security_result.severity 

$e.security_result.alert_state = ""ALERTING""

match:
    $correlation_description

outcome:
    $log_type = array_distinct($e.metadata.log_type)
    $high_or_critical = if($severity = ""HIGH"", ""Yes"", ""No"")
    $criticality = array_distinct($severity )",
DETECT (DE): Possible cybersecurity attacks and compromises are found and analyzed,"Adverse Event Analysis (DE.AE): Anomalies, indicators of compromise, and other potentially adverse events are analyzed to characterize the events and detect cybersecurity incidents",DE.AE-03: Information is correlated from multiple sources,Ex3: Utilize cyber threat intelligence to help correlate events among log sources,"CCMv4.0: LOG-03
CCMv4.0: LOG-05
CCMv4.0: SEF-05
CRI Profile v2.0: DE.AE-03
CRI Profile v2.0: DE.AE-03.01
CRI Profile v2.0: DE.AE-03.02
CSF v1.1: DE.AE-3
SP 800-53 Rev 5.1.1: AU-06
SP 800-53 Rev 5.1.1: CA-07
SP 800-53 Rev 5.1.1: PM-16
SP 800-53 Rev 5.1.1: IR-04
SP 800-53 Rev 5.1.1: IR-05
SP 800-53 Rev 5.1.1: IR-08
SP 800-53 Rev 5.1.1: SI-04",Yes,Chronicle API Needs Research,,This query involves an alert with an known malicious IP address.  Research will need to be performed to determine whether the IOC information provides the appropriate metadata to demonstrate that the IOC was correlated with a threat intelligence source.,FALSE,,,,,
DETECT (DE): Possible cybersecurity attacks and compromises are found and analyzed,"Adverse Event Analysis (DE.AE): Anomalies, indicators of compromise, and other potentially adverse events are analyzed to characterize the events and detect cybersecurity incidents",DE.AE-06: Information on adverse events is provided to authorized staff and tools,"Ex1: Use cybersecurity software to generate alerts and provide them to the security operations center (SOC), incident responders, and incident response tools","CCMv4.0: CCC-07
CCMv4.0: LOG-03
CCMv4.0: LOG-05
CCMv4.0: LOG-13
CCMv4.0: SEF-05
CCMv4.0: SEF-06
CRI Profile v2.0: DE.AE-06
CRI Profile v2.0: DE.AE-06.01
CSF v1.1: DE.DP-4
SP 800-53 Rev 5.1.1: IR-04
SP 800-53 Rev 5.1.1: PM-15
SP 800-53 Rev 5.1.1: PM-16
SP 800-53 Rev 5.1.1: RA-03
SP 800-53 Rev 5.1.1: RA-10",Yes,Chronicle API Needs Research,,The alerts that are genereated for DE.AE-02 Ex 1 sufficiently demonstrate reporting from log analysis tool,FALSE,,DE.AE-02 Ex1,,0,
DETECT (DE): Possible cybersecurity attacks and compromises are found and analyzed,"Adverse Event Analysis (DE.AE): Anomalies, indicators of compromise, and other potentially adverse events are analyzed to characterize the events and detect cybersecurity incidents",DE.AE-06: Information on adverse events is provided to authorized staff and tools,Ex2: Incident responders and other authorized personnel can access log analysis findings at all times,"CCMv4.0: CCC-07
CCMv4.0: LOG-03
CCMv4.0: LOG-05
CCMv4.0: LOG-13
CCMv4.0: SEF-05
CCMv4.0: SEF-06
CRI Profile v2.0: DE.AE-06
CRI Profile v2.0: DE.AE-06.01
CSF v1.1: DE.DP-4
SP 800-53 Rev 5.1.1: IR-04
SP 800-53 Rev 5.1.1: PM-15
SP 800-53 Rev 5.1.1: PM-16
SP 800-53 Rev 5.1.1: RA-03
SP 800-53 Rev 5.1.1: RA-10",No,None,,This type of evidence would likely need to be fulfilled by showing a service level agreement or some other compliance agreement for the SIEM/log tool in question.,FALSE,,,,,
DETECT (DE): Possible cybersecurity attacks and compromises are found and analyzed,"Adverse Event Analysis (DE.AE): Anomalies, indicators of compromise, and other potentially adverse events are analyzed to characterize the events and detect cybersecurity incidents",DE.AE-06: Information on adverse events is provided to authorized staff and tools,Ex3: Automatically create and assign tickets in the organization's ticketing system when certain types of alerts occur,"CCMv4.0: CCC-07
CCMv4.0: LOG-03
CCMv4.0: LOG-05
CCMv4.0: LOG-13
CCMv4.0: SEF-05
CCMv4.0: SEF-06
CRI Profile v2.0: DE.AE-06
CRI Profile v2.0: DE.AE-06.01
CSF v1.1: DE.DP-4
SP 800-53 Rev 5.1.1: IR-04
SP 800-53 Rev 5.1.1: PM-15
SP 800-53 Rev 5.1.1: PM-16
SP 800-53 Rev 5.1.1: RA-03
SP 800-53 Rev 5.1.1: RA-10",No,None,,"Some SIEMs have the ability to integrate directly with a ticketing system.  However, each is done in a manner speciifc to the SIEM and tickeing system.  In many cases, this action is left to a SOAR (Security Orchestration and Automated Response) technology.",FALSE,,,,,
DETECT (DE): Possible cybersecurity attacks and compromises are found and analyzed,"Adverse Event Analysis (DE.AE): Anomalies, indicators of compromise, and other potentially adverse events are analyzed to characterize the events and detect cybersecurity incidents",DE.AE-06: Information on adverse events is provided to authorized staff and tools,Ex4: Manually create and assign tickets in the organization's ticketing system when technical staff discover indicators of compromise,"CCMv4.0: CCC-07
CCMv4.0: LOG-03
CCMv4.0: LOG-05
CCMv4.0: LOG-13
CCMv4.0: SEF-05
CCMv4.0: SEF-06
CRI Profile v2.0: DE.AE-06
CRI Profile v2.0: DE.AE-06.01
CSF v1.1: DE.DP-4
SP 800-53 Rev 5.1.1: IR-04
SP 800-53 Rev 5.1.1: PM-15
SP 800-53 Rev 5.1.1: PM-16
SP 800-53 Rev 5.1.1: RA-03
SP 800-53 Rev 5.1.1: RA-10",No,None,,This evidence would need to be collected manually from the ticketing system.,FALSE,,,,,
RESPOND (RS): Actions regarding a detected cybersecurity incident are taken,Incident Management (RS.MA): Responses to detected cybersecurity incidents are managed,RS.MA-01: The incident response plan is executed in coordination with relevant third parties once an incident is declared,Ex1: Detection technologies automatically report confirmed incidents,"CCMv4.0: BCR-07
CCMv4.0: IVS-09
CCMv4.0: SEF-01
CCMv4.0: SEF-03
CCMv4.0: SEF-07
CIS Controls v8.0: 17.4
CRI Profile v2.0: RS.MA-01
CRI Profile v2.0: RS.MA-01.01
CSF v1.1: RS.RP-1
CSF v1.1: RS.CO-4
SP 800-53 Rev 5.1.1: IR-06
SP 800-53 Rev 5.1.1: IR-07
SP 800-53 Rev 5.1.1: IR-08
SP 800-53 Rev 5.1.1: SR-03
SP 800-53 Rev 5.1.1: SR-08",Yes,Chronicle API Needs Research,,"Any security technology will report on incidents that it believes are ""confirmed incidents.""  However, without human intervention, often it cannot be proven that the incident is confirmed.  Instead, the evidence that can be gathered will be incidents that the SIEM/security technology believes are confirmed.  In this case, any alert should satisfy this Example.",FALSE,,,,,
RESPOND (RS): Actions regarding a detected cybersecurity incident are taken,Incident Management (RS.MA): Responses to detected cybersecurity incidents are managed,RS.MA-01: The incident response plan is executed in coordination with relevant third parties once an incident is declared,Ex2: Request incident response assistance from the organization's incident response outsourcer,"CCMv4.0: BCR-07
CCMv4.0: IVS-09
CCMv4.0: SEF-01
CCMv4.0: SEF-03
CCMv4.0: SEF-07
CIS Controls v8.0: 17.4
CRI Profile v2.0: RS.MA-01
CRI Profile v2.0: RS.MA-01.01
CSF v1.1: RS.RP-1
CSF v1.1: RS.CO-4
SP 800-53 Rev 5.1.1: IR-06
SP 800-53 Rev 5.1.1: IR-07
SP 800-53 Rev 5.1.1: IR-08
SP 800-53 Rev 5.1.1: SR-03
SP 800-53 Rev 5.1.1: SR-08",No,None,,"This type of evidence would need to be collected manually via email, SOAR case, phone log, or other mechanism to prove that the outsourcer was contacted.",FALSE,,,,,
RESPOND (RS): Actions regarding a detected cybersecurity incident are taken,Incident Management (RS.MA): Responses to detected cybersecurity incidents are managed,RS.MA-01: The incident response plan is executed in coordination with relevant third parties once an incident is declared,Ex3: Designate an incident lead for each incident,"CCMv4.0: BCR-07
CCMv4.0: IVS-09
CCMv4.0: SEF-01
CCMv4.0: SEF-03
CCMv4.0: SEF-07
CIS Controls v8.0: 17.4
CRI Profile v2.0: RS.MA-01
CRI Profile v2.0: RS.MA-01.01
CSF v1.1: RS.RP-1
CSF v1.1: RS.CO-4
SP 800-53 Rev 5.1.1: IR-06
SP 800-53 Rev 5.1.1: IR-07
SP 800-53 Rev 5.1.1: IR-08
SP 800-53 Rev 5.1.1: SR-03
SP 800-53 Rev 5.1.1: SR-08",No,None,,"This would be dictated by policies and procedures, and would need to be performed at the time of incident.",FALSE,,,,,
RESPOND (RS): Actions regarding a detected cybersecurity incident are taken,Incident Management (RS.MA): Responses to detected cybersecurity incidents are managed,RS.MA-01: The incident response plan is executed in coordination with relevant third parties once an incident is declared,"Ex4: Initiate execution of additional cybersecurity plans as needed to support incident response (for example, business continuity and disaster recovery)","CCMv4.0: BCR-07
CCMv4.0: IVS-09
CCMv4.0: SEF-01
CCMv4.0: SEF-03
CCMv4.0: SEF-07
CIS Controls v8.0: 17.4
CRI Profile v2.0: RS.MA-01
CRI Profile v2.0: RS.MA-01.01
CSF v1.1: RS.RP-1
CSF v1.1: RS.CO-4
SP 800-53 Rev 5.1.1: IR-06
SP 800-53 Rev 5.1.1: IR-07
SP 800-53 Rev 5.1.1: IR-08
SP 800-53 Rev 5.1.1: SR-03
SP 800-53 Rev 5.1.1: SR-08",No,None,,"This would be dictated by policies and procedures, and would need to be performed at the time of incident.",FALSE,,,,,
RESPOND (RS): Actions regarding a detected cybersecurity incident are taken,Incident Management (RS.MA): Responses to detected cybersecurity incidents are managed,RS.MA-02: Incident reports are triaged and validated,Ex1: Preliminarily review incident reports to confirm that they are cybersecurity-related and necessitate incident response activities,"CCMv4.0: SEF-06
CRI Profile v2.0: RS.MA-02
CRI Profile v2.0: RS.MA-02.01
CSF v1.1: RS.AN-1
CSF v1.1: RS.AN-2
SP 800-53 Rev 5.1.1: IR-04
SP 800-53 Rev 5.1.1: IR-05
SP 800-53 Rev 5.1.1: IR-06",No,None,,"This would be dictated by policies and procedures, and would need to be performed at the time of incident.",FALSE,,,,,
RESPOND (RS): Actions regarding a detected cybersecurity incident are taken,Incident Management (RS.MA): Responses to detected cybersecurity incidents are managed,RS.MA-02: Incident reports are triaged and validated,Ex2: Apply criteria to estimate the severity of an incident,"CCMv4.0: SEF-06
CRI Profile v2.0: RS.MA-02
CRI Profile v2.0: RS.MA-02.01
CSF v1.1: RS.AN-1
CSF v1.1: RS.AN-2
SP 800-53 Rev 5.1.1: IR-04
SP 800-53 Rev 5.1.1: IR-05
SP 800-53 Rev 5.1.1: IR-06",Partial,Chronicle API Needs Research,,"This would be dictated by policies and procedures, and would need to be performed at the time of incident.  However, incident evidence in the SIEM would aid by delineating whether incidenct was Low, Medium, High, or Critical.",FALSE,,,,,
RESPOND (RS): Actions regarding a detected cybersecurity incident are taken,Incident Management (RS.MA): Responses to detected cybersecurity incidents are managed,RS.MA-03: Incidents are categorized and prioritized,"Ex1: Further review and categorize incidents based on the type of incident (e.g., data breach, ransomware, DDoS, account compromise)","CCMv4.0: SEF-02
CCMv4.0: SEF-06
CRI Profile v2.0: RS.MA-03
CRI Profile v2.0: RS.MA-03.01
CSF v1.1: RS.AN-4
CSF v1.1: RS.AN-2
SP 800-53 Rev 5.1.1: IR-04
SP 800-53 Rev 5.1.1: IR-05
SP 800-53 Rev 5.1.1: IR-06",Partial,Chronicle API Needs Research,,Both the SIEM or security technology as well as human intelligence would be necessary to perform this task.  The SIEM would attempt to properly categorize the incident based on the correlated evidence.  Human intelligence would be necessary to ultimatley verify and categorize the incident correctly.,FALSE,,,,,
RESPOND (RS): Actions regarding a detected cybersecurity incident are taken,Incident Management (RS.MA): Responses to detected cybersecurity incidents are managed,RS.MA-03: Incidents are categorized and prioritized,"Ex2: Prioritize incidents based on their scope, likely impact, and time-critical nature","CCMv4.0: SEF-02
CCMv4.0: SEF-06
CRI Profile v2.0: RS.MA-03
CRI Profile v2.0: RS.MA-03.01
CSF v1.1: RS.AN-4
CSF v1.1: RS.AN-2
SP 800-53 Rev 5.1.1: IR-04
SP 800-53 Rev 5.1.1: IR-05
SP 800-53 Rev 5.1.1: IR-06",Partial,Chronicle API Needs Research,,Both the SIEM or security technology as well as human intelligence would be necessary to perform this task.  The SIEM would attempt to properly categorize the incident based on the correlated evidence.  Human intelligence would be necessary to ultimatley verify and categorize the incident correctly.,FALSE,,,,,
RESPOND (RS): Actions regarding a detected cybersecurity incident are taken,Incident Management (RS.MA): Responses to detected cybersecurity incidents are managed,RS.MA-03: Incidents are categorized and prioritized,Ex3: Select incident response strategies for active incidents by balancing the need to quickly recover from an incident with the need to observe the attacker or conduct a more thorough investigation,"CCMv4.0: SEF-02
CCMv4.0: SEF-06
CRI Profile v2.0: RS.MA-03
CRI Profile v2.0: RS.MA-03.01
CSF v1.1: RS.AN-4
CSF v1.1: RS.AN-2
SP 800-53 Rev 5.1.1: IR-04
SP 800-53 Rev 5.1.1: IR-05
SP 800-53 Rev 5.1.1: IR-06",No,None,,"This would be dictated by policies and procedures, and would need to be performed at the time of incident.",FALSE,,,,,
RESPOND (RS): Actions regarding a detected cybersecurity incident are taken,Incident Mitigation (RS.MI): Activities are performed to prevent expansion of an event and mitigate its effects,RS.MI-01: Incidents are contained,"Ex1: Cybersecurity technologies (e.g., antivirus software) and cybersecurity features of other technologies (e.g., operating systems, network infrastructure devices) automatically perform containment actions","CCMv4.0: CEK-19
CCMv4.0: CEK-20
CCMv4.0: IVS-09
CCMv4.0: SEF-02
CCMv4.0: UEM-09
CRI Profile v2.0: RS.MI-01
CRI Profile v2.0: RS.MI-01.01
CSF v1.1: RS.MI-1
SP 800-53 Rev 5.1.1: IR-04",Yes,UDM Search with YL2,Done,"Logs from the cybersecurity technology will typically describe the action that was taken in response to the threat.  In many cases the query would need to be specific to the technology.  However, we'll try to construct a general query for antivirus responses.

Note:  The current version of the query checks for either SentinelOne or Crowdstrike.  However, adding other vendor names is trivial as long they are known (they can be added to the regex filter for $e.metadata.vendor_name.",FALSE,Agnostic,1.0,,"$hostname = $e.principal.hostname
$hostname = /.*/
$hostname != """"

$e.metadata.vendor_name = /SentinelOne|Crowdstrike/ nocase
($e.security_result.action = ""BLOCK"" OR
    $e.security_result.action = ""QUARANTINE"" OR
    $e.security_result.action = ""ALLOW_WITH_MODIFICATION"")

$e.security_result.action != ""UNKNOWN_ACTION""

match:
    $hostname

outcome:
    $vendor_name = array_distinct($e.metadata.vendor_name)
    $security_action = array_distinct($e.security_result.action)
    $categories = array_distinct($e.security_result.category)
    $occurences = count($e.metadata.id)

order:
    $occurences desc

limit: 25",
RESPOND (RS): Actions regarding a detected cybersecurity incident are taken,Incident Mitigation (RS.MI): Activities are performed to prevent expansion of an event and mitigate its effects,RS.MI-01: Incidents are contained,Ex2: Allow incident responders to manually select and perform containment actions,"CCMv4.0: CEK-19
CCMv4.0: CEK-20
CCMv4.0: IVS-09
CCMv4.0: SEF-02
CCMv4.0: UEM-09
CRI Profile v2.0: RS.MI-01
CRI Profile v2.0: RS.MI-01.01
CSF v1.1: RS.MI-1
SP 800-53 Rev 5.1.1: IR-04",No,None,,This SIEM is not directly performing the security response action.  This evidence would need to be gathered manually by demonstrating that the security technology has the ability to accept and execute manual intervention.,FALSE,,,,,
RESPOND (RS): Actions regarding a detected cybersecurity incident are taken,Incident Mitigation (RS.MI): Activities are performed to prevent expansion of an event and mitigate its effects,RS.MI-01: Incidents are contained,"Ex3: Allow a third party (e.g., internet service provider, managed security service provider) to perform containment actions on behalf of the organization","CCMv4.0: CEK-19
CCMv4.0: CEK-20
CCMv4.0: IVS-09
CCMv4.0: SEF-02
CCMv4.0: UEM-09
CRI Profile v2.0: RS.MI-01
CRI Profile v2.0: RS.MI-01.01
CSF v1.1: RS.MI-1
SP 800-53 Rev 5.1.1: IR-04",No,None,,"This type of evidence would be demonstrated by examining the contract which states which actions the third party may perform.  Additional, evidence should be collected where it has been demonstrated that the third party has actually performed said actions at the very least in testing in the organization's environment.",FALSE,,,,,
